user_id,session_id,event_index,previous,current,delta,type
5-%7@sXhD@[73;w=f^_4yhX`sB*EPSe|w-R\W>,"uHhWTB-_0kzg*_LD9+yg$WFlUi,i9dr X-SNmJ[<1J",2,2,8,6,skip
5L7d4wi/(k (#tr{;v0=7VV11vM0>M']%Rb\8S,"\H?v<`,+|xKkKgd@7;3'@3bM""1q)@,'gi`+U,n04_`",2,3,5,2,skip
5O:]os{}/gxxVT&* >vdQX-{oL36Vq8Ej]iw_n,LOQc~07@wcp^p/{v`ZlC9S`3@u5t6&$(7r!KHwh&:>,2,2,4,2,skip
5XJ@ox_VsfNwCQ1WQ]jYR7g%w[\WP>b'+o0w`h,"5CQ; O(""?a]u7U=/1F^cQxngCr96SgX_e@a\i`Nb}-",1,1,3,2,skip
"5XqNA$x2n~<4v>3""o$M=rw@,RzP468RPM{}""Um",&TLpv.L#5PTOj]@36(`S~TG(b*lj1w>aY8rD`-|25J,2,2,4,2,skip
6-aj7sF1hkQP16V`kGUD.n>n{~}<0{-tLk'sU<,"E&gK@;N)/$/Xe &l#v|R""I""\%QhEbQ|NumCV'ik#sD",4,4,6,2,skip
"65wZ?*_#3i1t7l3H%!SgRKO$sHVu$]Az}*?8Q,",[x|3o8\GB:*&c/!E-?om<_}]P4C?FN^`G-qeQv2%'w,7,7,9,2,skip
"6<HC;o<PZxS*ugQIZHm3?V1uOU""GnxBP66fKVW",yRdx\+JR8:!-GPlt-J\GwbeN6MHv83Vj|X?zQUv;L*,1,2,4,2,skip
"6<HC;o<PZxS*ugQIZHm3?V1uOU""GnxBP66fKVW",yRdx\+JR8:!-GPlt-J\GwbeN6MHv83Vj|X?zQUv;L*,2,4,6,2,skip
"6HU?A63v%d85[lnD![\3[.;|,f1(KW?$@cO?%G","/,hQ)/a4704K~D%\B~poq0?s 4?ur[c""quVWMmC*NY",3,3,5,2,skip
"6HU?A63v%d85[lnD![\3[.;|,f1(KW?$@cO?%G","/,hQ)/a4704K~D%\B~poq0?s 4?ur[c""quVWMmC*NY",8,9,11,2,skip
"6HU?A63v%d85[lnD![\3[.;|,f1(KW?$@cO?%G","/,hQ)/a4704K~D%\B~poq0?s 4?ur[c""quVWMmC*NY",10,12,14,2,skip
6KTaxdekCv;Hk4aQgZZ)=&ot#T%)xOsbV8S7D$,`Q|6=E@;lU8*kZ ^2fWExvfnfW(WO 4Ff&5j0?H:<X,2,2,4,2,skip
"6Nm<KWN;9U]GvX}cp*}S:xR)V:""IE$Q<[!alvX",oBe1!p\^N\4@t<|%7\%^;O`9Y6RFf&F%lY/w!Zd\-r,2,2,9,7,skip
"6^mH+<,$/j""w%t}zb58abFAEz)I2]P]I7[h*;5","f^S""N>4.:Ll|*8:7UgWjFt.!(CV@TKH^VS6u,!(+hx",6,26,29,3,skip
"6nbw:gwjXSzy<Se=%aQx@8TUr{^&u[|E(xdf""<",8n6s[$F>ef5[*@~O%3{z&q](X0S9\`K@9=1|j\X$%2,2,2,4,2,skip
"6sv>""}xhs^{)4,Wf@c<YE3_;_Fm@u%8zhb7bO5","SWwHk}ZG3S:$ZeDx.2@cPk1i7A,?I}""P;/pYIMk<0.",3,3,6,3,skip
6|-tG#b#+AiJc;?qeN.1ON$k%4xR~N%$t7Fa-/,"kMd9|Bc4PV=S9u/!L]uV_$""h2U,!Boj^eW0DCjM78t",2,2,5,3,skip
7!_v Bc^@o Vy7z}C/5>eP^Nr(kdOB7NA}g'TN,n47@L[K23%XAU8NKdv$'he%^cs|Lq2<.0 m%X2&_&W,2,2,4,2,skip
7!_v Bc^@o Vy7z}C/5>eP^Nr(kdOB7NA}g'TN,n47@L[K23%XAU8NKdv$'he%^cs|Lq2<.0 m%X2&_&W,3,4,6,2,skip
7!_v Bc^@o Vy7z}C/5>eP^Nr(kdOB7NA}g'TN,n47@L[K23%XAU8NKdv$'he%^cs|Lq2<.0 m%X2&_&W,4,6,8,2,skip
"7;);y@Z_yLL?$d,o\4s}tfs2 L]|`O/(|Qa@,3",{lp+}{<n7~gFaa_W:e=aj1=!Mo83-&NRgF@^18u7#-,2,2,4,2,skip
"7BTbvE?7o^""M?fEdgRE#6CE)aqnLJ{g2nrZ=@1","^|o,CV#]OwBa{#E}&""9(@;K-e|1[XhYnqDImkNPYc@",3,3,6,3,skip
"7BTbvE?7o^""M?fEdgRE#6CE)aqnLJ{g2nrZ=@1","^|o,CV#]OwBa{#E}&""9(@;K-e|1[XhYnqDImkNPYc@",9,11,13,2,skip
7GIRq21Ph9{9Q;t.y(d42H/OJ4V '@;_?`1#8M,"TO%ca:k#""J*NqC>B)60=;U#}E-z.84i&""j^y>fLwe>",4,4,6,2,skip
"7Kx-y=Duc_,(TKfhp)1[PY[Vw\XR ;Ig[';xN%","gS9dZ)q,:!3j#$f21K5D-%B( S{5yG/Oyb,:8xCXTG",10,6,8,2,skip
"7M%%}LE<;UJc,&|lw56y%Wt@1HFycI01H""vr^-","wBkJn`E]f2+gk-n,ZTLBxLO*5rv)|""!Pf{y<vg?zzx",5,4,7,3,skip
"7M%%}LE<;UJc,&|lw56y%Wt@1HFycI01H""vr^-","wBkJn`E]f2+gk-n,ZTLBxLO*5rv)|""!Pf{y<vg?zzx",7,7,12,5,skip
7b_4jLU #U}_BC;[=uk1z.dz k]F VJB:E&2ML,_J2/Jlie$LN!N6))dUxChy|lKW!/]7QC{hdgOjaU/V,3,3,5,2,skip
7oXR4>j'?!u!XTsFcCU&fEH*E]y'9d0'=fO4Zi,iR*9;\8eXyfkklu\&E>^w+OyW^G;R4G{(e)i%of9a&,1,2,4,2,skip
7v9 /neLQ`)eV:r{<E21W1^I{G (rPl7;T 'pr,"^Phx#y=.4yhp62E@TZzvMEYBtn2)Vzl%u*+B2*,4nW",2,2,4,2,skip
7zV&=Vh1tq~_NU'X*%']awiZs)8@+VUV?>{^Lh,%P#HII{m|OOfl34|se+1RZ(xlk;TY<!y^9yiSo8l\G,7,7,9,2,skip
"7{K$Ii$>wu#,M $~n=.'L>y|Nu\n;]Uek*%r_a","p$cC2~_*Vp.1.GyXNt}'+j%[?%F\w$v""CNY/nk(<xs",3,4,7,3,skip
8(\R{6>]:-L}6TOK}[noF'9/9RZyZz7-5`uYcF,")~%{rHg=`2P;,pp)`2)5MrdIcBCyrUO/*FTK""""p}H ",22,22,25,3,skip
82n:jGBF^Rz<fB27Xv6*d#Ik?zUZKCd }d P#M,"YpKP/p,:4<Vad$K%B\hh[w}~ca=K`UVAQ6XZ`$bQkl",4,4,6,2,skip
86[kQg3>5S<@yRM$N qWbCoX%>T$s~^#wTL-!w,o<d?NOKd[`lU8Kww2AYok-o{]R^yQRi$J4Ngw%7Fk?,2,3,5,2,skip
"8:I^xl9n8i<1OzzD%b4Hwngq""+lUtQ:`B4fLN5",7!t1FDIovm `mR]B(@7@`77iGlENNtaZA:{i/2$5|B,2,2,4,2,skip
"8:I^xl9n8i<1OzzD%b4Hwngq""+lUtQ:`B4fLN5",7!t1FDIovm `mR]B(@7@`77iGlENNtaZA:{i/2$5|B,4,5,7,2,skip
"8<q+""..mZcR0j862_:1j+bN<J=(7|d>6JcjaUW",-L 4-!P+>?P:??HzQ=?Sk4<?\orl.woOq'cg-DE@?J,1,3,5,2,skip
"8<q+""..mZcR0j862_:1j+bN<J=(7|d>6JcjaUW",-L 4-!P+>?P:??HzQ=?Sk4<?\orl.woOq'cg-DE@?J,7,10,12,2,skip
"8?}O5GxHqfeX""""ANLPWtxW`ghYzvb<]5UF1JTf",JZh| &[j%8]RRK|JaZSa7&]p\G%V/sKYk6cZcCa/ `,3,2,4,2,skip
8Bz_(D)J:|z}RYw>vGm2d9H>0@a8~F4*eR.;r:,"_HJ""s7h)Mq<~kO1ie""h-[{$/ F>&Kf*`WSLxMlv4m+",3,3,5,2,skip
8Bz_(D)J:|z}RYw>vGm2d9H>0@a8~F4*eR.;r:,"_HJ""s7h)Mq<~kO1ie""h-[{$/ F>&Kf*`WSLxMlv4m+",4,5,4,-1,reset
8Bz_(D)J:|z}RYw>vGm2d9H>0@a8~F4*eR.;r:,"_HJ""s7h)Mq<~kO1ie""h-[{$/ F>&Kf*`WSLxMlv4m+",5,4,6,2,skip
8Bz_(D)J:|z}RYw>vGm2d9H>0@a8~F4*eR.;r:,"_HJ""s7h)Mq<~kO1ie""h-[{$/ F>&Kf*`WSLxMlv4m+",17,11,13,2,skip
8Bz_(D)J:|z}RYw>vGm2d9H>0@a8~F4*eR.;r:,"_HJ""s7h)Mq<~kO1ie""h-[{$/ F>&Kf*`WSLxMlv4m+",18,13,12,-1,reset
8Bz_(D)J:|z}RYw>vGm2d9H>0@a8~F4*eR.;r:,"_HJ""s7h)Mq<~kO1ie""h-[{$/ F>&Kf*`WSLxMlv4m+",19,12,14,2,skip
8E1:/LLz!QpnN3BtS~I5@9Ic%`*W2OV?A0{-W?,"gY\7&:B !F[x;=y2[vs'B^7Zpm;+R`RT{^""5<keytg",5,5,7,2,skip
8Tt9U>G(2lJ9l&:>j|dPjPuaIY!<Oybo7Y9gu),"8 r$y\V2g(LGLPFGq(^,D{)V{<K#MsN`[u,DQ_2}cr",4,4,6,2,skip
8W?GAs(}wQ^s$aC-|6WYBMl.yZtmk_EWi~c|;+,DXZ8T\~>1sjPQ2(ZYn;B;$s}<a^H4:LEX< cpDonSZ,2,2,7,5,skip
8W?GAs(}wQ^s$aC-|6WYBMl.yZtmk_EWi~c|;+,DXZ8T\~>1sjPQ2(ZYn;B;$s}<a^H4:LEX< cpDonSZ,4,8,13,5,skip
8W?GAs(}wQ^s$aC-|6WYBMl.yZtmk_EWi~c|;+,DXZ8T\~>1sjPQ2(ZYn;B;$s}<a^H4:LEX< cpDonSZ,6,14,19,5,skip
8W?GAs(}wQ^s$aC-|6WYBMl.yZtmk_EWi~c|;+,DXZ8T\~>1sjPQ2(ZYn;B;$s}<a^H4:LEX< cpDonSZ,8,20,22,2,skip
"8X:)j=.lA0DLDMwA,OTv$bB>q<>yd-Lk*pMjVE","P{""eTzGvQBw^SuXQ[YN`rmFqn.za,E5_|Dx0w?DB?[",2,2,4,2,skip
"8X:)j=.lA0DLDMwA,OTv$bB>q<>yd-Lk*pMjVE","P{""eTzGvQBw^SuXQ[YN`rmFqn.za,E5_|Dx0w?DB?[",3,4,6,2,skip
8]2HkVbE4nrx)D#C<F'sh9P/R*>Cg:%m>:Z 8q,"j#qEdCrPS.bsf!-eO'm$:IP\cl[OygGW.t_B,K'MW>",1,2,1,-1,reset
8]2HkVbE4nrx)D#C<F'sh9P/R*>Cg:%m>:Z 8q,"j#qEdCrPS.bsf!-eO'm$:IP\cl[OygGW.t_B,K'MW>",2,1,3,2,skip
8]2HkVbE4nrx)D#C<F'sh9P/R*>Cg:%m>:Z 8q,"j#qEdCrPS.bsf!-eO'm$:IP\cl[OygGW.t_B,K'MW>",24,24,26,2,skip
"8aAQ20c_sj#Y[akj|Us)`X,~-j[XcuVs\Ji$)a","B""S)\V]^E33*7)v)_Lx{A7|-2Qu{|axpbhD}p=3t&!",13,10,12,2,skip
8c=?RZ>jK[: P=h5#Y$KJY12jgI'*N+)9~I1+[,7~7zC5^%-:;;Uk2# PH#Fw{M];U$?d[%N)WOHX-ncv,3,3,5,2,skip
8d >>ME6T<TfXn4U7?@x=AlW}ICfkY*f^UvcbL,"tag2SF8ObVbmhnGN^|!,$v3'rqF]5?)`n6k28==#I{",1,1,3,2,skip
8fX7A5Fu[`7y`;])`nWd'd:YwX9JW!LADVS6M|,"%7mJUkTRcv*:y<u~j[S&""e{$AGp|rt6+'rbn5nGM[-",2,5,7,2,skip
8ps8%u[d#.iXE2{m<\b;W*'L4>uwdf?*ki#@\;,"Dbry#L#DaxI0=>F_OK""NgM!:px_Y|Vmkt()eMcB?X3",1,2,4,2,skip
8ps8%u[d#.iXE2{m<\b;W*'L4>uwdf?*ki#@\;,"Dbry#L#DaxI0=>F_OK""NgM!:px_Y|Vmkt()eMcB?X3",2,4,6,2,skip
8ps8%u[d#.iXE2{m<\b;W*'L4>uwdf?*ki#@\;,"Dbry#L#DaxI0=>F_OK""NgM!:px_Y|Vmkt()eMcB?X3",6,9,11,2,skip
"8u>/ECY/63t5G`Qfo!qA*>/%$[*Oa9A,@D}^AD","CmZpRsRE\ OWpiv}U_:K-u6""?glm&KwhLS:%*JKskT",2,2,4,2,skip
"8{o5a6@55'xiO*Fq?/P5e./""~egnQL>161+Q}z","#y7s+K%h%N`6gfhCdgj,zmN8*""r)my09~(j(ocmf~U",1,1,4,3,skip
"8~lG2$JmI<&K6A6`pPgkg3qink7c[j!5\5:f""!","E8)Bc""MiLg4OSqaZzyu+Q!&U@j6H.C,)zgvvK:#xT_",2,4,9,5,skip
"9!ql&5:=}.t,N>s<t CY>vUqlT,Dwvn;9P^[s*",h-(^A_ Ch8`4Mnt@'[C=CS }-J(3-{*Uaj'5=IZr;f,4,4,6,2,skip
9%/%j70*a+`R`gED0Z=uu38DZTLrxZnqdh>^~R,"=>2dpjwvtAB./1LH4LV.d-^?,E$3fDrNiWI'/4i3ol",3,3,5,2,skip
"9/=9QkD[k1`o56#=Sp[9Qz%y,aXabq97SG`A\N","<QXk2BCB8l`B0jo0*3M!""w@7x:K:i""!ng[0ZI8BbEo",1,1,4,3,skip
"9?@iwH.}F""_4$R<*P#Z.Iw][nW]b MS1uBOnG{",Bp2%fn<RK/UiPb.WHbkc;pDdZa#Vm;{2Y(2 ?pvMsd,4,4,6,2,skip
9Qyi-@<j/DT&Uh{+@awf>[uC_.NN9i?BIa}mZ7,jC#.N/n%O1|YJC+sIjf_>g*KQv@bYHAtTsUc($QV6z,3,3,5,2,skip
9T0fj|~\}st ws :$c(k$IOTO?!eVlh'y{mOuR,"v3]T:8O7R@!I}uM1TLr\J8M^]i~7f6U)u4""=!lC1I}",1,1,3,2,skip
"9W)fz\z6sGO<-]~Ey=+tjBbkSj-RHbq,yQP ~x",{jj%u+Ao2kuvt>6{uz7=~JIlqvV1YSLJ-U^J!bt*7k,3,2,4,2,skip
"9W)fz\z6sGO<-]~Ey=+tjBbkSj-RHbq,yQP ~x",{jj%u+Ao2kuvt>6{uz7=~JIlqvV1YSLJ-U^J!bt*7k,9,7,9,2,skip
9Yo@^go7W][zY#I[h|:i|oSXmB&_ I:A zT'mr,"tu*WW}H2gG=9,YH70Var:Mb^-2#nI4dlTD/+O3<`)'",2,2,6,4,skip
"9[,$/IQ*lyhKpZ""p_y}f@)A{><&z%s%d`iq[.I","A=YmifCVUv3;Z2bSKWUQhwShgb5zy""h9&a M},#:5N",2,2,7,5,skip
"9c&:A>~Pp=g>*\&P&FMdi 2bK^S|s""8$d]K im",">""F.!m""@j&ge&8sHTunKn=C|{z^N8P*EY$.FpG=F(S",1,1,3,2,skip
"9e:3""En&eW@R[^$A,wQ@_}VhZy$c<]3r(+#!d4","bCnv^wN U|YN@s""E`{9wVW(?lZ Zu;SienE2>Q\`dS",2,2,5,3,skip
"9e:3""En&eW@R[^$A,wQ@_}VhZy$c<]3r(+#!d4","bCnv^wN U|YN@s""E`{9wVW(?lZ Zu;SienE2>Q\`dS",3,5,7,2,skip
9ioXL|qf*?Yg13z}A1)`9O/Y2_&RQWbRw=pa0h,)CI2Df^DA:BL?p\;NAonp -d-tsfIreW>MkD$RG4}l,4,4,7,3,skip
9lfj+n:\J\8NTE+&HpZ]b*&!`2yV+$FvH<<]c?,",.<HxX%as#`)?pZ)x?rg.=DZrUFTz|6)&L|=kUmf$r",7,7,9,2,skip
"9ou91g`<w,(u^TPu;;2(-z|3gR! |wWW\W}vaS","C.PfNT6H$R$h!JTI3bE0zvnWjNb,cBx;c5RP{$~!0L",1,1,3,2,skip
"9vDi>/{`{Xb}""E@mD\&a5m?UZ2|3{p^brgS8>0","|?WIG*9H{KM3/xp,mq7sIBfn-)[=L~jo;Vf2uutic3",1,1,4,3,skip
:$J9q0\z@Emjmg[hu.%zXK~h^0rAT(&(@4?:0I,"Qj$KJ^/1~4d`}b,onCovS^=_|^\fJjKP^v)g&`Jf2X",4,4,8,4,skip
":.`L*;eIEVI?YG9(9&pu)R+f5~b""5'{$}yz1yn","#mnWcWZz~sEj!!UWN+ne%3O0Cyj.""m#4^(<>du<G|:",4,3,5,2,skip
":1'ebj'6l6rt""u-*nY^$9vwJq9*V5#GuC&Q8v_",uY&&r~s.T/qM)k?iHo]Y~`g1wGZyZL3$HxZ.3F_&D+,2,3,5,2,skip
":1'ebj'6l6rt""u-*nY^$9vwJq9*V5#GuC&Q8v_",uY&&r~s.T/qM)k?iHo]Y~`g1wGZyZL3$HxZ.3F_&D+,3,5,7,2,skip
":1'ebj'6l6rt""u-*nY^$9vwJq9*V5#GuC&Q8v_",uY&&r~s.T/qM)k?iHo]Y~`g1wGZyZL3$HxZ.3F_&D+,4,7,9,2,skip
:22LNLo )=1J/C]?R#Kjg#.@-];j]%EBYUPXb%,"*5Mb~69in(""k-M2fIKh d]}&;Dux}[d#-S0?e%}DK.",2,2,4,2,skip
"::a2V{)h^dpwYGi)&""{GVhSXPgrle).RK_]mOz",A2z8X^~yfPlM`hHiHjEMC_vpBkN7d;L:_`r0l8bX q,1,1,3,2,skip
":H? WFb&0lZ>.A=]~dQE>5+n=9y4Ei8?M`""[sw",rnbO\;[>DNYXJq1p1I!&uc*.\?ir:[uXifzsgGEQl>,4,2,4,2,skip
:KuDvPdi[h[\2oK=t{4EHaE~75G1xX7#]zpm?F,p.g[E[]o!+Mv\SU 8S9BuG9*mZ*XGCv'XnlUu3H/b(,2,2,4,2,skip
":LoY(4-BzGBl>q!,rSA:%y:j3y|=&aky;,~TrF","%q2Sr_i""hXMXgEVK_hQ!kGaC1QiJK[m40Q)aR_m}_A",2,2,4,2,skip
":Pe,5YWy!I*JjimlJ%IG.9'4%Gqs(""c:@wk5hb",Zr1WyT[l0{^pp8Q`6(/SkV%5i&}bjS8O9z8VWGO26D,1,5,7,2,skip
:VRi3A6?UW$FLUo_=8c%+%AA4HHYupnvqF`W6k,"<GA(^u=2<rreMtQu}=daK1`&Yc1~hXN{o?-`NUl,/=",2,2,4,2,skip
:VUkahzq$!rq(1Ez'U%BAvl{xcq7O_cI].z~vq,"^fkNuj$Kur&Eb|? oy8@U f3(A)& A,!ZYZIC7%Jm$",1,1,3,2,skip
:\miK9q'O5`ZzKNdh6bo%1$4Xl1V5VV=`;i>)C,"xGxzJIN5%0`F-B,br&_KucN;usZdPARU;*}.Y&#oOz",2,2,4,2,skip
:n05G+k}8!)z<]5t~mpXr[Yzhj}(1qvqel)U;g,Pyr!vJ<srGS5}_\)iVKJsy=Q@@bs#}ldDQeO6b n}.,1,2,4,2,skip
":sA\Ppo"",\Tp\ALIG$rlNIHrL2<~JIb)#>j+m-",?jy'N&_q^A`5nz:4oRp6r~tc)V{?)TRjn7wu>s]VC#,2,2,4,2,skip
:zt>p564z3}'h!>Z5JH{o2d&Hlc}~HXxcgV*A5,81elbTL1)3u^c4fzXoK_'rzb_Ud[AcbUPqf:S9r- ;,2,2,4,2,skip
:|ri63jNoM7/4b/).lgq@-P!}Pmb4^cQi'IOe#,"dhwYJsiTw""*>R0<^85,EDhJWgE84_%<ZK/l(JzIIBQ",3,2,4,2,skip
":}Y<`2:T)fxxB_6en*}kQ^rQbN}(}/[kxxJqA""","Akes&6]p)e<BdA261ViuUBa""h$n""/z;v)dTC1?@199",8,4,6,2,skip
":}^dA8`I7I.$aS|@SE]]zHi^TW>]O04;y>Sv@,",JS[C_C+V@Wc 13Yxc-%j_LM~ud`#L[0zCRB.O5v5Mo,1,1,3,2,skip
;%i.E3LKd1d {GOh&Aoh!L^0MdM)^:/lWvbc~=,"i{rR03N>w9|v!@)!|}(/K1u5w{K3tYfVWxxQr""R d-",1,1,3,2,skip
";-)`.SLmH<r)JX=O9t}3@Y}""f^*|YLf4d8bm$G",KSipW+>GEAtTdD;PWy~haRnQSnmZ@ADh5l5G4`TQe-,1,1,3,2,skip
";-)`.SLmH<r)JX=O9t}3@Y}""f^*|YLf4d8bm$G",KSipW+>GEAtTdD;PWy~haRnQSnmZ@ADh5l5G4`TQe-,2,3,2,-1,reset
";4_#4<e9g;sr!ek/5!iLe.sc|T@',6j:Ifo8_\","8qTKM 0:lR^x'zs4?L|@5h{ePrj=$w]gL1L-""|b;^2",2,2,5,3,skip
";4_#4<e9g;sr!ek/5!iLe.sc|T@',6j:Ifo8_\","8qTKM 0:lR^x'zs4?L|@5h{ePrj=$w]gL1L-""|b;^2",4,6,10,4,skip
";;NYX~zCR}+;`N\:,FKsxP~[!r#/""~nH~6e*$E","b[1W!.K:B7)1g}{0[qr5;\gPk0fsaq:=DuyjLk""4fd",2,2,4,2,skip
";@?=m8m+U""80bhX""t43,r<\+ZB_$C|6u$p_hoO","n45Q2O#H6jl/pARF.m,R8}l<o<>mL`TQ3>ELN{FFqL",11,9,11,2,skip
;PZi(@d2n-p6(K:1>Rs'=]h)psdD6C=rOMM{T],r}:@dosBHO 2P:8!r3:j-N_n70BHP*%0zst.An|SNv,2,2,4,2,skip
;Z?>DRF2q5ji1C5BBoF`3P%x[[pnft^E[2;aP(,P%!q!:{(QX!;Q3tyv-Ja+@vOXoqa{?CL[9uiMD~gpN,3,3,6,3,skip
;olfwweU98@0-KT'qO0Jgq\Dxl1@HUlZp}%F-g,"=HcN.lmI$8c""2JP0#t1r\xd{ex0A#:LsPTugm0rAT)",3,3,5,2,skip
<!NtbhM_$v^veL<bPS3:0ryKk0rB$Edi*`<efJ,"ZaaP|^C?q16l%UQ2})o5""z9|HUwd)?GCgC=xK|:x{g",2,2,4,2,skip
"<#8a77[!`_-6)@yD2B+,lv_gQ-Y;QG28FL(h, ","u()}^=v`nWNbT#fRo7cCb+M:To*Rmr9]""3[bl2m)%`",3,2,4,2,skip
<*.5K$Kz9>({JUDd!-:HiL'(D;T) b+ea.}ao9,s/@h*l#(>:Q^Bu9;';{6&81G$Z8^r8TVLi`):Y#{4w,2,2,4,2,skip
"<,_=@XbO4CWu@av@Vf<0l#M{e&$&D+vPjxQXgH",#_f&fb=u\nYSD\;%+NV2p-(\vYFU^*G?{5M+k9l\)[,2,2,4,2,skip
"<,_=@XbO4CWu@av@Vf<0l#M{e&$&D+vPjxQXgH",#_f&fb=u\nYSD\;%+NV2p-(\vYFU^*G?{5M+k9l\)[,5,6,8,2,skip
"<b|w+mF>O_^lgNqja6`$b8B&ANZ>I.?,%LXe:/","$=6lEau|JbL(tWGtg8xXPBo#([!#)cz""8cL249vN&w",4,4,6,2,skip
"<b|w+mF>O_^lgNqja6`$b8B&ANZ>I.?,%LXe:/","$=6lEau|JbL(tWGtg8xXPBo#([!#)cz""8cL249vN&w",5,6,5,-1,reset
"<tP_SF05f)RY:""}LeYr#B{t_i6vn{= St0r]Lv","q781Y8?'&pvh0)E""uCIXj;kJ-jRDlaiq<?`J!s!_YK",1,1,4,3,skip
"=%V(lA-;lK_]3/:-j=c{>ZAB""8L*l&6H/7qVKa",sL2Ca#hP}(e#5Uf@4xzb^(y>p/.fl6O4(e/_MA<Tb*,5,5,7,2,skip
=(a.x_h^k2<*PHkpTwNf+Y1.y'qoKtJzG Puhg,T\EM!M(Xt8Yz/?qNQ^wWkw}kxbvI^<Ml46a #p>9cX,1,2,4,2,skip
"=/$geH]]""3NT~9>GwfACPd'$SF3\bC*MG2rq~k","niU7@_K0,izwg(D$:u$vVK-Vt6n1:j:p'Kk tF5BZE",4,4,7,3,skip
=3X.?zH MG hD.DW3ZD'ra$ic!NUQrfrDlxTM0,"G9SCH*Eh*wB?H8 aWM98{rX{jWks#+']wG,#a,I;J>",4,4,6,2,skip
=3X.?zH MG hD.DW3ZD'ra$ic!NUQrfrDlxTM0,"G9SCH*Eh*wB?H8 aWM98{rX{jWks#+']wG,#a,I;J>",7,8,10,2,skip
=3X.?zH MG hD.DW3ZD'ra$ic!NUQrfrDlxTM0,"G9SCH*Eh*wB?H8 aWM98{rX{jWks#+']wG,#a,I;J>",14,16,18,2,skip
"=7fS1iEZkzZ+\1(G'ZKl1d*`7K""'x+9j\9_{sG","w~G^qT_0,80Es;H[wajLpu1MMm@7uPJZ)!fMY/V#Dt",5,3,5,2,skip
=;b)e&I.u/Gq9}{f769)xN(dc.=HQ::ofAM*wt,?5rT{-:pB%mzf3O2!x!h\~4^9Vg$52>6$70BJC~va+,7,7,9,2,skip
=;b)e&I.u/Gq9}{f769)xN(dc.=HQ::ofAM*wt,?5rT{-:pB%mzf3O2!x!h\~4^9Vg$52>6$70BJC~va+,8,9,8,-1,reset
==U-Ls3AAd12it#.1%eQ_)X/YV_M4-Z0[9B8}M,"p/\6t8S UR~\,bAn;|$}t_u(lz{d5E:5 fsp*{xa$:",4,4,6,2,skip
=LCA|DV_]8M$Bdd.8;22XpQ BxueZ-8Zbv<suj,lhU5*W43*z'6'aD:E DWu2HmA^OqTr^cj)gHFvNL%C,10,6,8,2,skip
=LCA|DV_]8M$Bdd.8;22XpQ BxueZ-8Zbv<suj,lhU5*W43*z'6'aD:E DWu2HmA^OqTr^cj)gHFvNL%C,11,8,7,-1,reset
"=[""j5v1Yg+<pYJ R!nqEpbR&`!%r)Xgy1_=gw|","&?]+=:AC(e*97yQ&\6=`M`JsSC?w;L1n,8J(|%OuZ;",2,2,4,2,skip
"=]B""sW52[&M~aV,_FE\<q%Y6d('j!g62h)='M'","!ew:blOS %5.%[ov^}'V&=)<nu7i(IW0>""D)?:Te[|",2,2,7,5,skip
"=a""kUFH~<;`wj[j!JG\T{_=1SE}y9\ l8y?=r|","\S`_qA-GR_8&k!O%@N?7q%z88$$sh<a)^yW,5rW!/S",1,1,4,3,skip
"=a""kUFH~<;`wj[j!JG\T{_=1SE}y9\ l8y?=r|","\S`_qA-GR_8&k!O%@N?7q%z88$$sh<a)^yW,5rW!/S",4,6,9,3,skip
"=gs-JRLwK%UzRZA~'vLbr}h~_)""nL]O31oJk<a",";MW[nl.QR'(<n&!zr:<!u9xorhS@wuc\~,Y?_KoV4r",3,3,5,2,skip
"=zZ<x5+vC!.,-`D6'ne;I@2N%f%_ROH$Z9w|A9","MGY#.o2)Wldrg,Zj8f3!{k0p'0pMzfb~uydP689M$N",7,3,5,2,skip
">"",C^Pp3_{rWAw/Ocnywuw^7C9<nLi^ix>BmSW","{a^YTG@p]@a68C/9_2:m=v<,z-l)tnrQ& =&9D@3}Q",4,4,6,2,skip
>$L/9E57N0jx6U$WzFYE' m)As{}5ir p;:qO{,$^5G5eZ>N'K4$dt[lp.(*/)!xhV\PUD5z*R@7Y&B30,4,5,7,2,skip
>$t7C[s?9^hMAb)Id:ckn+p /lE{Ny:Qs@6)55,"~J0dQ!>P22e0EsI_""QHgmg{P]JQLFu.V3jJAmoPu{?",10,5,4,-1,reset
">&sJu-E4 W);KM9Ut N%zV""6n)2YC>ji']30n0","5EU,jX#U<r:~qn>l]o7N]Djc-.2?*Ccfnpu{X:>_-/",3,3,5,2,skip
">&sJu-E4 W);KM9Ut N%zV""6n)2YC>ji']30n0","5EU,jX#U<r:~qn>l]o7N]Djc-.2?*Ccfnpu{X:>_-/",4,5,4,-1,reset
">&sJu-E4 W);KM9Ut N%zV""6n)2YC>ji']30n0","5EU,jX#U<r:~qn>l]o7N]Djc-.2?*Ccfnpu{X:>_-/",5,4,6,2,skip
>'n#^dB`iXz:!`v+ @gUxDM|dNg +P~zfA/aus,"JDXel{<nk.pU)d]o7QlXHO*Y})i""md8$7=SK]Yq~7)",2,4,6,2,skip
">,DxJ\KaCWUF~YZJ=BFGvVo]v]yR[X!Lh%ICBv",o\H=8VvsXMhQ 4*$]kr2_M]>W-X8`P/Wa]oZj~5tHP,3,3,5,2,skip
